PART_NUMBER,PART_SEG,PART_DESCRIPTION,PART_CATEGORY
PAN-SVC-PREM-GTAM-3YR,PALO,"Palo Alto Networks Global Premium Technical Account Management, 3-year prepaid",
PAN-SVC-PREM-GTAM-5YR,PALO,"Palo Alto Networks Global Premium Technical Account Management, 5-year prepaid",
PAN-SVC-PREM-DTAM,PALO,"Palo Alto Networks Dedicated Premium Technical Account Management, Year 1",
PAN-SVC-PREM-DTAM-3YR,PALO,"Palo Alto Networks Dedicated Premium Technical Account Management, 3-year prepaid",
PAN-SVC-PREM-DTAM-5YR,PALO,"Palo Alto Networks Dedicated Premium Technical Account Management, 5-year prepaid",
PAN-SVC-PREMUSG-DTAM,PALO,"Palo Alto Networks Dedicated Premium US GovernmentTechnical Account Management, Year 1",
PAN-SVC-PREMUSG-DTAM-3YR,PALO,"Palo Alto Networks Dedicated Premium US Government Technical Account Management, 3-year prepaid",
PAN-SVC-PREMUSG-DTAM-5YR,PALO,"Palo Alto Networks Dedicated Premium US Government Technical Account Management, 5-year prepaid",
PAN-PA-200-OSS,PALO,On-Site Spare Palo Alto Networks PA-200,
PAN-PA-220-OSS,PALO,On-Site Spare Palo Alto Networks PA-220,
PAN-PA-500-2GB-OSS,PALO,On-Site Spare Palo Alto Networks PA-500 2GB Memory,
PAN-PA-820-OSS,PALO,"Palo Alto Networks PA-820, OnSite Spare unit",
PAN-PA-850-OSS,PALO,"Palo Alto Networks PA-850, OnSite Spare unit",
PAN-PA-3020-OSS,PALO,"Palo Alto Networks PA-3020, OnSite Spare unit",
PAN-PA-3050-OSS,PALO,"Palo Alto Networks PA-3050, OnSite Spare unit",
PAN-PA-3060-OSS,PALO,"Palo Alto Networks PA-3060, OnSite Spare unit",
PAN-PA-5020-DC-NEBS-D-OSS,PALO,"On site spare DC Version of NEBS Compliant Palo Alto Networks PA-5020 with redundant DC power supplies and dual 240GB SSD
drive",
PAN-PA-5020-NEBS-D-OSS,PALO,On site spare AC version of NEBS Compliant Palo Alto Networks PA-5020 with redundant AC power supplies and dual 240GB SSD drive,
PAN-PA-5020-SSD2-D-OSS,PALO,On site spare unit with dual 240GB SSD drive,
PAN-PA-5020-SSD2-OSS,PALO,On-Site Spare Palo Alto Networks PA-5020 with redundant AC power supplies and single 240GB SSD drive,
PAN-PA-5050-DC-NEBS-D-OSS,PALO,On site spare DC version of NEBS Compliant Palo Alto Networks PA-5050 with redundant DC power supplies and dual 240GB SSD drive,
PAN-PA-5050-NEBS-D-OSS,PALO,On site spare AC version of NEBS Compliant Palo Alto Networks PA-5050 with redundant AC power supplies and dual 240GB SSD drive,
PAN-PA-5050-SSD2-D-OSS,PALO,On site spare unit with dual 240GB SSD drive,
PAN-PA-5050-SSD2-OSS,PALO,On-Site Spare Palo Alto Networks PA-5050 with redundant AC power supplies and single 240GB SSD drive,
PAN-PA-5060-DC-NEBS-D-OSS,PALO,On site spare DC version of NEBS Compliant Palo Alto Networks PA-5060 with redundant DC power supplies and dual 240GB SSD drive,
PAN-PA-5060-NEBS-D-OSS,PALO,"On site spare AC version of NEBS Compliant Palo Alto Networks PA-5060 with redundant AC power supplies and dual 240GB SSD
drive, spare",
PAN-PA-5060-SSD2-D-OSS,PALO,Spare unit with dual 240GB SSD drive,
PAN-PA-5060-SSD2-OSS,PALO,On-Site Spare Palo Alto Networks PA-5060 with redundant AC power supplies and single 240GB SSD drive,
PAN-PA-5220-AC-OSS,PALO,On-Site Spare Palo Alto Networks PA-5220 with redundant AC power supplies,
PAN-PA-5220-DC-OSS,PALO,Palo Alto Networks PA-5220 with redundant DC power supplies,
PAN-PA-5250-AC-OSS,PALO,On-Site Spare Palo Alto Networks PA-5250 with redundant AC power supplies,
PAN-PA-5250-DC-OSS,PALO,Palo Alto Networks PA-5250 with redundant DC power supplies,
PAN-PA-5260-AC-OSS,PALO,On-Site Spare Palo Alto Networks PA-5260 with redundant AC power supplies,
PAN-PA-5260-DC-OSS,PALO,Palo Alto Networks PA-5260 with redundant DC power supplies,
PAN-PA-7000-20G-NPC-OSF,PALO,"PA-7000 Network Processing Card with 12x10/100/1000 RJ-45 Ethernet, 8x1GbE SFP and 4x10GbE SFP+, 4M sessions, on site FRU.",
PAN-PA-7000-20GQ-NPC-OSF,PALO,"PA-7000 Network Processing Card with 12x10GbE SFP+ and 2x40GbE QSFP+ interfaces, 4M sessions, on site FRU.",
PAN-PA-7000-20GXM-NPC-OSF,PALO,"PA-7000 Network Processing Card with 12x10/100/1000 RJ-45 Ethernet, 8x1GbE SFP and 4x10GbE SFP+, 8M sessions, Extended
memory, on site FRU.",
PAN-PA-7000-20GQXM-NPC-OSF,PALO,"PA-7000 Network Processing Card with 12x10GbE SFP+ and 2x40GbE QSFP+ interfaces, 8M sessions, Extended memory, on site FRU",
PAN-PA-7000-AMC-BLNK-OSF,PALO,"PA-7000 AMC Blank card, on site FRU",
PAN-PA-7000-AMC-1TB-PAIR-OSF,PALO,"PA-7000 Pair of 1TB AMC cards for the Log Processing Card, paired to ensure RAID integrity, on site FRU",
PAN-PA-7000-AMC-2TB-PAIR-OSF,PALO,"PA-7000 Pair of 2TB AMC cards for the Log Processing Card, paired to ensure RAID integrity, on site FRU",
PAN-PA-7000-BLNK-OSF,PALO,"PA-7000 Blank card, on site FRU",
PAN-PA-7000-LPC-OSF,PALO,"PA-7000 Log Processing Card. One LPC required per system, on site FRU",
PAN-PA-7050-FANTRAY-OSF,PALO,"Fan tray for PA-7050 chassis, on site FRU",
PAN-PA-7050-FLTR-OSF,PALO,"Air filter for PA-7050 chassis, on site FRU",
PAN-PA-7050-PWR25-AC-OSF,PALO,"PA-7050 AC power supply, 2500 watts for PAN-PA-CHA-AC, on site FRU",
PAN-PA-7050-SMC-OSF,PALO,"PA-7050 Switch Management Card, included in PAN-PA-7050-AC and PAN-PA-7050-DC, on site FRU",
,PALO,,
PAN-PA-7050-PWR25-DC-OSF,PALO,"PA-7050 DC power supply, 2500 watts for PAN-PA-CHA, on site FRU",
PAN-PA-7050-CHA-OSS,PALO,"PA-7050 Bare chassis for AC or DC, no fan trays, no power supplies, no filter, on site spare",
PAN-PA-7080-DC-PEM-OSF,PALO,"PA-7080 DC power entry module for PAN-PA-7080-CHA, on site FRU",
PAN-PA-7080-FANTRAY-OSF,PALO,"Fan tray for PA-7080 chassis, on site FRU",
PAN-PA-7080-FLTR-OSF,PALO,"Air filter for PA-7080 chassis, on site FRU",
PAN-PA-7080-PWR25-AC-OSF,PALO,"PA-7080 AC power supply, 2500 watts for PAN-PA-CHA-AC, on site FRU",
PAN-PA-7080-PWR25-DC-OSF,PALO,"PA-7080 DC power supply, 2500 watts for PAN-PA-7080-CHA-DC, on site FRU",
PAN-PA-7080-CHA-AC-OSS,PALO,"PA-7080 Bare chassis for AC power only, no fan trays, no power supplies, no filter, on site spare",
PAN-PA-7080-CHA-DC-OSS,PALO,"PA-7080 Bare chassis for DC power only, includes 2 DC PEMS, no fan trays, no power supplies, no filter, on site spare",
PAN-PA-7080-SMC-OSF,PALO,"PA-7080 Switch Management Card, included in PAN-PA-7080-AC and PAN-PA-7080-DC, on site FRU",
PAN-M-100-4TB-OSS,PALO,"Palo Alto Networks M-100, 4TB RAID storage (8 1TB RAID certified drives preinstalled) On Site Spare",
PAN-M-100-OSS,PALO,"Palo Alto Networks M-100, 1TB RAID storage (2 1TB RAID certified drives preinstalled) On-Site Spare",
PAN-M-500-OSS,PALO,"Palo Alto Networks M-500, 4TB RAID storage (4 2TB RAID certified drives preinstalled) On-Site Spare",
PAN-WF-500-OSS,PALO,"Palo Alto Networks WF-500, 2TB RAID storage (4 1TB RAID certified drives preinstalled) On-Site Spare",
PAN-PA-200-PKG-SET,PALO,PA-200 shipping boxes with packaging - qty 5,
PAN-PA-500-PKG-SET,PALO,"PA-500 series packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-800-PKG-SET,PALO,PA-800 Series packaging set of one,
PAN-PA-2000-PKG-SET,PALO,"PA-2000 series packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-3000-PKG-SET,PALO,"PA-3000 series packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-3060-PKG-SET,PALO,"PA-3060 packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-4000-PKG-SET,PALO,"PA-4000 series packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-5000-PKG-SET,PALO,"PA-5000 series packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-5200-PKG-SET,PALO,"PA-5200 packaging set - 1 each of ESD unit bag, foam set, insert tray, and shipping box",
PAN-PA-7000-PKG-SET-AMC,PALO,PA-7000 Packing box for AMC Module,
PAN-PA-7000-PKG-SET-CARD,PALO,"PA-7000 Packing box for PA-7000 system cards, blank or PA-7050 fan tray",
PAN-PA-7050-PKG-SET-PWR,PALO,"PA-7050, packaging set for PA-7050, used for individual power supply either AC or DC",
PAN-PA-7050-PKG-SET-CHA,PALO,PA-7050 Chassis packaging set for PAN-PA-7050-CHA-AC or PAN-PA-7050-CHA-DC with pallet and straps,
PAN-PA-7050-PKG-SET-OVRPK,PALO,"PA-7050 Overpack set for cards in a PA-7050 system, includes overpack box, pallet, banding",
PAN-PA-7080-PKG-SET-PWR,PALO,"PA-7080, packaging for one (1) PA-7080 power supply, suitable for AC or DC power supply",
PAN-PA-7080-PKG-SET-CHA,PALO,PA-7080 Chassis packaging set for PAN-PA-7080-CHA-AC or PAN-PA-7080-CHA-DC with pallet and straps,
PAN-PA-7080-PKG-SET-OVRPK,PALO,"PA-7080 Overpack set for cards in a PA-7080 system, includes overpack box, pallet, banding",
PAN-PA-7080-CHA-MISC,PALO,"PA-7080, miscellaneous chassis accessories, 6 fiber guides, 4 DC PEM covers, 4 AC power retainer bails",
PAN-PA-7080-FRONT-BRACKETS,PALO,"PA-7080, one (1) left and one right (1) front rack mount bracket, suitable for AC or DC chassis",
PAN-PA-7080-MID-BRACKETS,PALO,"PA-7080, one (1) left and one right (1) mid-rack mount bracket, suitable for AC or DC chassis",
PAN-PA-7080-PKG-SET-FANTRAY,PALO,"PA-7080, packaging for one (1) PA-7080 fan tray",
PAN-PA-7080-PKG-SET-PEM,PALO,"PA-7080, packaging for one (1) PA-7080 DC power entry module, for DC system only",
PAN-PA-7080-PWR-BLANK,PALO,"PA-7080, one (1) power supply module blank plate for PA-7080, suitable for AC or DC chassis",
PAN-WF-500-PKG-SET,PALO,"WF-500 and M-500 spare packaging set - 1 each of ESD unit bag, foram set, insert tray, and shipping box",
PAN-M-100-PKG-SET,PALO,"M-100 spare packaging set - 1 each of ESD unit bag, foram set, insert tray, and shipping box",
PAN-PA-220-BOX-SET,PALO,PA-220 shipping boxes with packaging - qty 5,
PAN-PA-500-BOX-SET,PALO,PA-500 series shipping boxes - 5 cartons,
PAN-PA-800-BOX-SET,PALO,PA-800 Series shipping boxes - 5 cartons,
PAN-PA-2000-BOX-SET,PALO,PA-2000 series shipping boxes - 5 cartons,
PAN-PA-3000-BOX-SET,PALO,PA-3000 series shipping boxes - 5 cartons,
PAN-PA-4000-BOX-SET,PALO,PA-4000 series shipping boxes - 5 cartons,
PAN-PA-5000-BOX-SET,PALO,PA-5000 series shipping boxes - 5 cartons,
PAN-PA-5200-BOX-SET,PALO,PA-5200 series shipping boxes - 5 cartons,
PAN-M-100-BOX-SET,PALO,M-100 spare shipping boxes - 5 cartons,
PAN-WF-500-BOX-SET,PALO,WF-500 and M-500 spare shipping boxes - 5 cartons,
PAN-PA-5000-SSD-120-IMG,PALO,PA-5000 Series spare hard drive - 120GB Solid State Drive (SSD) Imaged with 4.1.6,
PAN-PA-5000-SSD-240-IMG,PALO,PA-5000 Series spare hard drive - 240GB Solid State Drive (SSD) Imaged with 4.1.6,
PAN-PA-5200-SSD-240GB-IMG,PALO,Imaged SSD for PA-5200 Series.,
PAN-SITE-250-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 250 users",
PAN-SITE-250-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 250 users",
PAN-SITE-500-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 500 users",
PAN-SITE-500-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 500 users",
PAN-SITE-1000-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 1,000 users",
PAN-SITE-1000-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 1,000 users",
PAN-SITE-2000-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 2,000 users",
PAN-SITE-2000-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 2,000 users",
PAN-SITE-5000-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 5,000 users",
PAN-SITE-5000-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 5,000 users",
PAN-SITE-10K-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 10,000 users",
PAN-SITE-10K-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 10,000 users",
PAN-SITE-25K-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 25,000 users",
PAN-SITE-25K-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 25,000 users",
PAN-SITE-50K-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 50,000 users",
PAN-SITE-50K-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 50,000 users",
PAN-SITE-75K-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 75,000 users",
PAN-SITE-75K-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 75,000 users",
PAN-SITE-100K-URL2,PALO,"Bright cloud URL filtering site license subscription for all devices, up to 100,000 users",
PAN-SITE-100K-URL2-R,PALO,"Bright cloud URL filtering site license subscription renewal for all devices, up to 100,000 users",
PAN-SITE-250-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 250 users",
PAN-SITE-250-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 250 users",
PAN-SITE-500-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 500 users",
PAN-SITE-500-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 500 users",
PAN-SITE-1000-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 1,000 users",
PAN-SITE-1000-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 1,000 users",
PAN-SITE-2000-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 2,000 users",
PAN-SITE-2000-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 2,000 users",
PAN-SITE-5000-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 5,000 users",
PAN-SITE-5000-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 5,000 users",
PAN-SITE-10K-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 10,000 users",
PAN-SITE-10K-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 10,000 users",
PAN-SITE-25K-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 25,000 users",
PAN-SITE-25K-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 25,000 users",
PAN-SITE-50K-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 50,000 users",
PAN-SITE-50K-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 50,000 users",
PAN-SITE-75K-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 75,000 users",
PAN-SITE-75K-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 75,000 users",
PAN-SITE-100K-URL4,PALO,"PANDB URL filtering site license subscription for all devices, up to 100,000 users",
PAN-SITE-100K-URL4-R,PALO,"PANDB URL filtering site license subscription renewal for all devices, up to 100,000 users",
PAN-VM-50-ELA-BND2-PREM-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-50, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 1 YR",
PAN-VM-50-ELA-BND2-PREM-3YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-50, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 3 YRS",
,PALO,,
PAN-VM-50-ELA-BND2-PREM-5YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-50, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 5 YRS",
PAN-VM-50-ELA-BND2-USG-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-50, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 1 YR",
PAN-VM-50-ELA-BND2-USG-3YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-50, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 3 YRS",
PAN-VM-50-ELA-BND2-USG-5YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-50, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 5 YRS",
PAN-VM-100-ELA-BND2-PREM-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-100, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 1 YR",
PAN-VM-100-ELA-BND2-PREM-3YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-100, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 3 YRS",
PAN-VM-100-ELA-BND2-PREM-5YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-100, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 5 YRS",
PAN-VM-100-ELA-BND2-USG-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-100, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 1 YR",
PAN-VM-100-ELA-BND2-USG-3YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-100, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 3 YRS",
PAN-VM-100-ELA-BND2-USG-5YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-100, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 5 YRS",
PAN-VM-300-ELA-BND2-PREM-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-300, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 1 YR",
PAN-VM-300-ELA-BND2-PREM-3YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-300, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 3 YRS",
PAN-VM-300-ELA-BND2-PREM-5YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-300, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 5 YRS",
PAN-VM-300-ELA-BND2-USG-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-300, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 1 YR",
PAN-VM-300-ELA-BND2-USG-3YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-300, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 3 YRS",
PAN-VM-300-ELA-BND2-USG-5YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-300, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and USG Premium Support, 5 YRS",
PAN-VM-500-ELA-BND2-PREM-1YR,PALO,"Palo Alto Networks ELA Bundle for VM-Series includes VM-500, Threat Prevention, PANDB, URL filtering, Global Protect, and WildFire
subscriptions, unlimited Panorama and Premium Support, 1 YR",
